Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - LightBlue Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - LightGray Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Green Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Black Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Nether Star Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Flesh Block
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wub Wub Ore
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Unhardened Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ender Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Flint Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Deuterium
chiselsandbits:block_bit:0, Chiseled Bit - Tritium
chiselsandbits:block_bit:0, Chiseled Bit - Helium-3
chiselsandbits:block_bit:0, Chiseled Bit - Helium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-10
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-11
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-6
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-7
chiselsandbits:block_bit:0, Chiseled Bit - Molten Ferroboron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Tough Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Hard Carbon
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sulfur
chiselsandbits:block_bit:0, Chiseled Bit - Molten Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Plasma
chiselsandbits:block_bit:0, Chiseled Bit - Neutron Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Methanol
chiselsandbits:block_bit:0, Chiseled Bit - RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Slow-Acting RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Fluorine
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Monoxide
chiselsandbits:block_bit:0, Chiseled Bit - Ethylene
chiselsandbits:block_bit:0, Chiseled Bit - Fluoromethane
chiselsandbits:block_bit:0, Chiseled Bit - Ammonia
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen Difluoride
chiselsandbits:block_bit:0, Chiseled Bit - Diborane
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Trioxide
chiselsandbits:block_bit:0, Chiseled Bit - Hydrofluoric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Sulfuric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boron Nitride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Fluorite Water
chiselsandbits:block_bit:0, Chiseled Bit - Calcium Sulfate Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Borax Solution
chiselsandbits:block_bit:0, Chiseled Bit - Corium
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Cocoa Butter
chiselsandbits:block_bit:0, Chiseled Bit - Molten Unsweetened Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Dark Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Milk Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Molten Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Hydrated Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Marshmallow
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten FLiBe Salt Mixture
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - High Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Exhaust Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Quality Steam
chiselsandbits:block_bit:0, Chiseled Bit - Preheated Water
chiselsandbits:block_bit:0, Chiseled Bit - Condensate Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium
chiselsandbits:block_bit:0, Chiseled Bit - Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Hot Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Carbide Vapor
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alugentum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumina
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Wub Wub Juice
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
contenttweaker:patreon, Patreon
contenttweaker:akliz, Akliz Server Hosting
contenttweaker:discord, Discord
contenttweaker:youtube, Youtube
contenttweaker:twitter, Twitter
patchouli:guide_book, Guide Book
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
dimensionaledibles:end_cake, End Cake
dimensionaledibles:nether_cake, Nether Cake
dimensionaledibles:overworld_cake, Overworld Cake
dimensionaledibles:custom_cake, Custom Cake
dimensionaledibles:ender_apple, Ender Apple
dimensionaledibles:nether_apple, Nether Apple
dimensionaledibles:overworld_apple, Overworld Apple
dimensionaledibles:custom_apple, Custom Apple
exchangers:tuberous_exchanger, Tuberous Exchanger
exchangers:creative_exchanger, Creative Exchanger
exchangers:wooden_exchanger, Wooden Exchanger
exchangers:stone_exchanger, Stone Exchanger
exchangers:golden_exchanger, Golden Exchanger
exchangers:iron_exchanger, Iron Exchanger
exchangers:diamond_exchanger, Diamond Exchanger
exchangers:emerald_exchanger, Emerald Exchanger
exchangers:obsidian_exchanger, Obsidian Exchanger
exchangers:end_exchanger, End Exchanger
exchangers:exchanger_core_tier1, Exchanger Core (Tier 1)
exchangers:exchanger_core_tier2, Exchanger Core (Tier 2)
exchangers:exchanger_core_tier3, Exchanger Core (Tier 3)
exchangers:conductive_iron_exchanger, Conductive Iron Exchanger
exchangers:pulsating_iron_exchanger, Pulsating Iron Exchanger
exchangers:electrical_steel_exchanger, Electrical Steel Exchanger
exchangers:energetic_exchanger, Energetic Exchanger
exchangers:dark_steel_exchanger, Dark Steel Exchanger
exchangers:vibrant_exchanger, Vibrant Exchanger
exchangers:end_steel_exchanger, End Steel Exchanger
exchangers:eio_exchanger_core_tier1, Ender IO Exchanger Core (Tier 1)
exchangers:eio_exchanger_core_tier2, Ender IO Exchanger Core (Tier 2)
exchangers:eio_exchanger_core_tier3, Ender IO Exchanger Core (Tier 3)
exchangers:leadstone_exchanger, Leadstone Exchanger
exchangers:hardened_exchanger, Hardened Exchanger
exchangers:reinforced_exchanger, Reinforced Exchanger
exchangers:signalum_exchanger, Signalum Exchanger
exchangers:resonant_exchanger, Resonant Exchanger
exchangers:te_exchanger_core_tier1, Thermal Expansion Exchanger Core (Tier 1)
exchangers:te_exchanger_core_tier2, Thermal Expansion Exchanger Core (Tier 2)
exchangers:te_exchanger_core_tier3, Thermal Expansion Exchanger Core (Tier 3)
exchangers:basic_exchanger, Basic Exchanger
exchangers:advanced_exchanger, Advanced Exchanger
exchangers:elite_exchanger, Elite Exchanger
exchangers:ultimate_exchanger, Ultimate Exchanger
exchangers:mekanism_exchanger_core_tier1, Mekanism Exchanger Core (Tier 1)
exchangers:mekanism_exchanger_core_tier2, Mekanism Exchanger Core (Tier 2)
exchangers:mekanism_exchanger_core_tier3, Mekanism Exchanger Core (Tier 3)
exchangers:lv_exchanger, LV Exchanger
exchangers:mv_exchanger, MV Exchanger
exchangers:hv_exchanger, HV Exchanger
exchangers:ie_exchanger_core_tier1, Immersive Engineering Exchanger Core (Tier 1)
exchangers:ie_exchanger_core_tier2, Immersive Engineering Exchanger Core (Tier 2)
exchangers:ie_exchanger_core_tier3, Immersive Engineering Exchanger Core (Tier 3)
extrabitmanipulation:diamond_nugget, Diamond Nugget
extrabitmanipulation:bit_wrench, Bit Wrench
extrabitmanipulation:sculpting_loop, Curved Sculpting Wire
extrabitmanipulation:sculpting_square, Straight Sculpting Wire
extrabitmanipulation:sculpting_spade_curved, Curved Sculpting Spade
extrabitmanipulation:sculpting_spade_squared, Flat Sculpting Spade
extrabitmanipulation:modeling_tool, Modeling Tool
extrabitmanipulation:modeling_tool_head, Modeling Tool Head
extrabitmanipulation:bit_wrench_head, Bit Wrench Head
extrabitmanipulation:sculpting_loop_head, Curved Sculpting Wire Head
extrabitmanipulation:sculpting_square_head, Straight Sculpting Wire Head
extrabitmanipulation:sculpting_spade_curved_head, Curved Sculpting Spade Head
extrabitmanipulation:sculpting_spade_squared_head, Flat Sculpting Spade Head
extrabitmanipulation:chiseled_helmet, Chiseled Diamond Helmet
extrabitmanipulation:chiseled_chestplate, Chiseled Diamond Chestplate
extrabitmanipulation:chiseled_leggings, Chiseled Diamond Leggings
extrabitmanipulation:chiseled_boots, Chiseled Diamond Boots
extrabitmanipulation:chiseled_helmet_iron, Chiseled Iron Helmet
extrabitmanipulation:chiseled_chestplate_iron, Chiseled Iron Chestplate
extrabitmanipulation:chiseled_leggings_iron, Chiseled Iron Leggings
extrabitmanipulation:chiseled_boots_iron, Chiseled Iron Boots
extrabitmanipulation:bodypart_template, Bodypart Template
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
